Date,Open,High,Low,Close,Adj Close,Volume,transaction_amount,transaction_ratio,Close_ratio,ma_5,ma_20,ma_60,ma_120,RSI,change_ratio_bin_code
2020-01-02,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,28.68400001525879,142981500,4101281348.1817245,-0.04683802793516623,2.85181750157113,28.328133392333985,25.63593339920044,22.293344497680664,18.989550058046976,75.72812802721067,2
2020-01-03,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,29.534000396728516,266677500,7876053390.798569,0.9203884645198419,2.963325829792085,28.489066696166994,26.002533435821533,22.518855635325114,19.094833397865294,78.62868073167874,2
2020-01-06,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,30.1026668548584,151995000,4575454848.604202,-0.4190675682887559,1.925463704513497,28.77120018005371,26.406433391571046,22.748866748809814,19.205477849642435,80.32287176930431,2
2020-01-07,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,31.270666122436523,268231500,8387777680.020332,0.8332117696624468,3.880052465815398,29.495999908447267,26.850333309173585,22.99811118443807,19.32447783946991,83.2584654954936,2
2020-01-08,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,32.80933380126953,467164500,15327356020.60318,0.8273440958160954,4.920482578812169,30.48013343811035,27.359033393859864,23.269500096638996,19.457033403714497,86.18287877323017,2
2020-01-09,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,32.089332580566406,426606000,13689501814.865112,-0.10685823461896804,-2.1945011900097344,31.161199951171874,27.800699996948243,23.518811194101968,19.581011176109314,79.2102291930814,2
2020-01-10,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,31.876667022705078,194392500,6196584994.211197,-0.547347662609426,-0.6627297633174267,31.629733276367187,28.218866729736327,23.763544527689614,19.70460561911265,77.22289220203866,2
2020-01-13,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,34.990665435791016,397764000,13918027046.401978,1.2460802295787268,9.768895885093333,32.60733299255371,28.76946668624878,24.058111159006753,19.85165560245514,83.67976856050392,3
2020-01-14,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,35.861331939697266,434943000,15597635297.847748,0.12067861672103697,2.4882822120200876,33.52546615600586,29.367899894714355,24.36472225189209,20.003344480196635,84.96326746145706,2
2020-01-15,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,34.56666564941406,260532000,9005722534.973145,-0.42262257303734974,-3.6102013513057862,33.876932525634764,29.824566555023193,24.655333360036213,20.164277799924214,75.45992763754793,2
2020-01-16,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,34.232666015625,326050500,11161577870.72754,0.2393872704141471,-0.9662477636014799,34.305599212646484,30.27289981842041,24.944211133321126,20.322861123085023,73.18564827115065,2
2020-01-17,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,34.03333282470703,204436500,6957655446.018219,-0.3766423057204633,-0.5822894156913949,34.736932373046876,30.664066505432128,25.227455552419027,20.47548889319102,71.79492888633968,2
2020-01-21,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,36.47999954223633,267052500,9742075077.753067,0.400195102119973,7.1890306192789355,35.03479919433594,31.141266441345216,25.5524777730306,20.644899996121726,77.4573110913441,3
2020-01-22,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,37.97066879272461,470535000,17866528640.384674,0.8339551376671845,4.086264444061727,35.45666656494141,31.68783321380615,25.852344481150308,20.82709446748098,80.08109788020225,2
2020-01-23,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,38.14666748046875,294765000,11244302439.880371,-0.37064985223462654,0.4635122144013071,36.17266693115234,32.197766590118405,26.123533376057942,21.015066695213317,80.3715810416705,2
2020-01-24,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,37.654666900634766,215304000,8107200402.374268,-0.27899481130814185,-1.2897603180825445,36.8570671081543,32.66299991607666,26.38698892593384,21.19866669178009,76.99140977792428,2
2020-01-27,36.132667541503906,37.62933349609375,35.95199966430664,37.201332092285156,37.201332092285156,204121500,7593591708.6753845,-0.06335216452136405,-1.2039272835579595,37.49066696166992,33.086599826812744,26.655655574798583,21.38183335463206,73.90708295651186,2
2020-01-28,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,37.793331146240234,176827500,6682900263.261795,-0.11992894539920551,1.5913383222044608,37.753333282470706,33.541666412353514,26.935533301035562,21.56858333746592,75.29871461847586,2
2020-01-29,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,38.732666015625,267022500,10342493311.157227,0.5476055161280013,2.4854513769903885,37.90573272705078,34.09596633911133,27.2311666170756,21.761677781740826,77.36184559707249,2
2020-01-30,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,42.72066879272461,435085500,18587143542.016983,0.7971627327005986,10.296225866535558,38.820532989501956,34.837566471099855,27.595055548350015,21.985294461250305,83.61785824126099,4
2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,43.371334075927734,235789500,10226505176.095963,-0.44980759668754167,1.5230690473505337,39.96386642456055,35.5719331741333,27.965166664123537,22.21616113980611,84.37647510123072,2
2020-02-03,44.91266632080078,52.409332275390625,44.90133285522461,52.0,52.0,705975000,36710700000.0,2.5897600761802537,19.8948593763949,42.92360000610351,36.69523315429687,28.479366652170818,22.522266697883605,90.59580970116474,4
2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,59.137332916259766,914082000,54056371546.76056,0.47249634430181287,13.725640223576473,47.19240036010742,38.14696645736694,29.102122211456297,22.884522247314454,93.05760191946042,4
2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,48.97999954223633,726357000,35576965527.50015,-0.3418543548242987,-17.17583947927872,49.24186706542969,39.032433128356935,29.54563331604004,23.170677804946898,66.41290000619942,0
2020-02-06,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,49.930667877197266,598212000,29869124692.15393,-0.16043641583018642,1.940931694254422,50.68386688232422,39.88849983215332,30.003211116790773,23.466966700553893,67.3550267490391,2
2020-02-07,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,49.871334075927734,255952500,12764692635.068893,-0.5726459088899266,-0.1188323805631053,51.98386688232422,40.77759990692139,30.450966676076252,23.760372257232667,67.22827713848397,2
2020-02-10,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,51.41866683959961,370338000,19042286240.04364,0.4917935577804742,3.1026496329857656,51.86760025024414,41.754699897766116,30.919133345286053,24.062844483057656,68.87331437260056,2
2020-02-11,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,51.62533187866211,175462500,9058309794.75975,-0.5243055544606187,0.4019260937028868,50.36520004272461,42.586433219909665,31.3949888865153,24.36757780710856,69.09644178133986,2
2020-02-12,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,51.15266799926758,180337500,9224744265.317917,0.01837367834940351,-0.9155657933695438,50.79973373413086,43.351000022888186,31.859366671244302,24.671166706085206,67.89764698161787,2
2020-02-13,49.45600128173828,54.53333282470703,49.0,53.599998474121094,53.599998474121094,394339500,21136596598.285675,1.2912935026017478,4.7843652551780025,51.533599853515625,44.302666664123535,32.36139996846517,24.994416689872743,70.7293423690264,2
